,case:concept:name,concept:name,time:timestamp
101,travel permit 17734,Declaration APPROVED by ADMINISTRATION,2018-09-27T15:56:13.000000+0000
102,travel permit 17734,Declaration APPROVED by BUDGET OWNER,2018-10-02T09:41:51.000000+0000
103,travel permit 17734,Declaration SUBMITTED by EMPLOYEE,2018-10-04T04:51:07.000000+0000
104,travel permit 17734,Permit APPROVED by BUDGET OWNER,2018-10-04T06:41:26.000000+0000
105,travel permit 17734,Payment Handled,2018-10-08T15:31:16.000000+0000
106,travel permit 18840,Permit APPROVED by ADMINISTRATION,2018-12-19T10:16:10.000000+0000
107,travel permit 18840,Send Reminder,2018-12-19T10:16:02.000000+0000
108,travel permit 18840,Permit APPROVED by BUDGET OWNER,2018-12-19T15:55:05.000000+0000
109,travel permit 18840,Permit FINAL_APPROVED by SUPERVISOR,2018-12-25T12:55:00.000000+0000
110,travel permit 18840,Start trip,2019-01-18T23:00:00.000000+0000
111,travel permit 18840,End trip,2019-02-01T23:00:00.000000+0000
112,travel permit 18840,Send Reminder,2019-04-01T04:00:23.000000+0000
113,travel permit 18840,Permit SUBMITTED by EMPLOYEE,2019-06-01T04:01:18.000000+0000
114,travel permit 20080,Permit SUBMITTED by EMPLOYEE,2018-07-16T13:44:49.000000+0000
115,travel permit 20080,Permit APPROVED by ADMINISTRATION,2018-07-16T13:44:52.000000+0000
116,travel permit 20080,Start trip,2018-07-20T22:00:00.000000+0000
117,travel permit 20080,Declaration APPROVED by ADMINISTRATION,2018-07-27T22:00:00.000000+0000
118,travel permit 20080,Permit APPROVED by BUDGET OWNER,2018-08-01T10:10:42.000000+0000
119,travel permit 20080,End trip,2018-08-08T03:15:18.000000+0000
120,travel permit 20080,Send Reminder,2018-09-01T04:00:18.000000+0000
121,travel permit 20080,Declaration SUBMITTED by EMPLOYEE,2018-09-18T14:33:12.000000+0000
122,travel permit 20080,Permit FINAL_APPROVED by SUPERVISOR,2018-09-25T12:30:51.000000+0000
123,travel permit 20080,Declaration FINAL_APPROVED by SUPERVISOR,2018-09-26T07:21:37.000000+0000
124,travel permit 20080,Request Payment,2018-09-27T08:00:57.000000+0000
125,travel permit 20080,Payment Handled,2018-10-01T15:31:14.000000+0000
126,travel permit 20461,Permit SUBMITTED by EMPLOYEE,2018-08-08T16:55:15.000000+0000
127,travel permit 20461,Permit APPROVED by ADMINISTRATION,2018-08-08T16:55:18.000000+0000
128,travel permit 20461,Request For Payment SUBMITTED by EMPLOYEE,2018-08-09T07:20:03.000000+0000
129,travel permit 20461,Permit FINAL_APPROVED by DIRECTOR,2018-08-21T16:10:43.000000+0000
130,travel permit 20461,Permit APPROVED by SUPERVISOR,2018-08-29T10:26:03.000000+0000
131,travel permit 20461,Request For Payment APPROVED by ADMINISTRATION,2018-08-29T10:26:28.000000+0000
132,travel permit 20461,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-29T15:29:31.000000+0000
133,travel permit 20461,Request Payment,2018-09-03T16:01:03.000000+0000
134,travel permit 20461,Declaration REJECTED by EMPLOYEE,2018-09-06T15:31:09.000000+0000
135,travel permit 20461,Declaration REJECTED by ADMINISTRATION,2018-11-01T23:00:00.000000+0000
136,travel permit 20461,End trip,2018-11-10T23:00:00.000000+0000
137,travel permit 20461,Start trip,2018-11-12T08:28:48.000000+0000
138,travel permit 20461,Declaration SUBMITTED by EMPLOYEE,2018-11-12T08:21:14.000000+0000
139,travel permit 20461,Payment Handled,2018-11-12T12:33:02.000000+0000
140,travel permit 20461,Declaration SUBMITTED by EMPLOYEE,2018-11-12T14:11:14.000000+0000
141,travel permit 20461,Declaration APPROVED by ADMINISTRATION,2018-11-12T14:11:21.000000+0000
142,travel permit 20461,Declaration FINAL_APPROVED by SUPERVISOR,2018-11-12T20:27:08.000000+0000
143,travel permit 20461,Request Payment,2018-11-14T13:38:28.000000+0000
144,travel permit 20461,Payment Handled,2018-11-15T16:31:19.000000+0000
145,travel permit 21114,Permit SUBMITTED by EMPLOYEE,2018-10-02T16:30:10.000000+0000
146,travel permit 21114,Permit APPROVED by ADMINISTRATION,2018-10-02T16:30:12.000000+0000
147,travel permit 21114,Start trip,2018-10-02T22:00:00.000000+0000
148,travel permit 21114,Permit FINAL_APPROVED by SUPERVISOR,2018-10-03T06:54:38.000000+0000
149,travel permit 21114,End trip,2018-10-03T22:00:00.000000+0000
150,travel permit 21114,Payment Handled,2018-10-08T08:18:39.000000+0000
151,travel permit 21114,Request Payment,2018-10-08T08:18:50.000000+0000
152,travel permit 21114,Declaration FINAL_APPROVED by SUPERVISOR,2018-10-16T07:10:42.000000+0000
153,travel permit 21114,Declaration APPROVED by ADMINISTRATION,2018-10-16T07:15:03.000000+0000
154,travel permit 21114,Declaration SUBMITTED by EMPLOYEE,2018-10-18T15:31:17.000000+0000
155,travel permit 2152,Payment Handled,2018-03-06T09:34:04.000000+0000
156,travel permit 2152,Permit APPROVED by ADMINISTRATION,2018-03-06T09:34:21.000000+0000
157,travel permit 2152,Permit APPROVED by BUDGET OWNER,2018-03-06T10:10:57.000000+0000
158,travel permit 2152,Permit FINAL_APPROVED by SUPERVISOR,2018-03-07T12:52:31.000000+0000
159,travel permit 2152,Start trip,2018-03-10T23:00:00.000000+0000
160,travel permit 2152,End trip,2018-03-12T23:00:00.000000+0000
161,travel permit 2152,Declaration SAVED by EMPLOYEE,2018-03-21T13:25:43.000000+0000
162,travel permit 2152,Declaration APPROVED by ADMINISTRATION,2018-03-21T13:47:01.000000+0000
163,travel permit 2152,Declaration APPROVED by BUDGET OWNER,2018-03-21T14:35:26.000000+0000
164,travel permit 2152,Declaration SUBMITTED by EMPLOYEE,2018-03-26T10:21:13.000000+0000
165,travel permit 2152,Declaration FINAL_APPROVED by SUPERVISOR,2018-03-28T03:15:25.000000+0000
166,travel permit 2152,Request Payment,2018-04-02T10:15:15.000000+0000
167,travel permit 2152,Permit SUBMITTED by EMPLOYEE,2018-04-05T15:30:52.000000+0000
168,travel permit 22265,Permit SUBMITTED by EMPLOYEE,2018-05-31T03:15:36.000000+0000
169,travel permit 22265,Permit APPROVED by ADMINISTRATION,2018-05-31T03:16:00.000000+0000
170,travel permit 22265,Permit APPROVED by BUDGET OWNER,2018-06-06T06:24:58.000000+0000
171,travel permit 22265,Declaration APPROVED by ADMINISTRATION,2018-06-07T09:13:52.000000+0000
172,travel permit 22265,Start trip,2018-06-09T22:00:00.000000+0000
173,travel permit 22265,End trip,2018-06-15T22:00:00.000000+0000
174,travel permit 22265,Declaration REJECTED by ADMINISTRATION,2018-06-18T09:54:55.000000+0000
175,travel permit 22265,Declaration SUBMITTED by EMPLOYEE,2018-06-18T10:16:44.000000+0000
176,travel permit 22265,Declaration APPROVED by BUDGET OWNER,2018-06-20T07:34:42.000000+0000
177,travel permit 22265,Declaration SUBMITTED by EMPLOYEE,2018-07-02T14:37:47.000000+0000
178,travel permit 22265,Permit FINAL_APPROVED by SUPERVISOR,2018-07-02T14:39:04.000000+0000
179,travel permit 22265,Declaration REJECTED by EMPLOYEE,2018-07-09T11:32:44.000000+0000
180,travel permit 22265,Declaration FINAL_APPROVED by SUPERVISOR,2018-07-10T06:52:10.000000+0000
181,travel permit 22265,Request Payment,2018-07-16T13:57:57.000000+0000
182,travel permit 22265,Payment Handled,2018-07-19T15:32:03.000000+0000
183,travel permit 24280,Start trip,2018-11-05T23:00:00.000000+0000
184,travel permit 24280,End trip,2018-11-05T23:00:00.000000+0000
185,travel permit 24280,Permit SUBMITTED by EMPLOYEE,2018-11-07T11:15:37.000000+0000
186,travel permit 24280,Permit APPROVED by ADMINISTRATION,2018-11-07T11:15:39.000000+0000
187,travel permit 24280,Permit APPROVED by BUDGET OWNER,2018-11-08T08:20:48.000000+0000
188,travel permit 24280,Permit FINAL_APPROVED by SUPERVISOR,2018-11-09T13:12:44.000000+0000
189,travel permit 24280,Declaration SUBMITTED by EMPLOYEE,2018-11-13T08:00:27.000000+0000
190,travel permit 24280,Declaration APPROVED by ADMINISTRATION,2018-11-13T08:01:15.000000+0000
191,travel permit 24280,Declaration APPROVED by BUDGET OWNER,2018-11-19T11:07:57.000000+0000
192,travel permit 24280,Declaration FINAL_APPROVED by SUPERVISOR,2018-11-20T08:06:02.000000+0000
193,travel permit 24280,Request Payment,2018-11-20T08:24:20.000000+0000
194,travel permit 24280,Payment Handled,2018-11-22T16:31:33.000000+0000
195,travel permit 24377,Start trip,2018-11-20T11:40:44.000000+0000
196,travel permit 24377,Permit APPROVED by ADMINISTRATION,2018-11-20T11:40:46.000000+0000
197,travel permit 24377,Permit FINAL_APPROVED by SUPERVISOR,2018-11-21T08:28:35.000000+0000
198,travel permit 24377,Permit SUBMITTED by EMPLOYEE,2018-11-24T23:00:00.000000+0000
199,travel permit 24377,End trip,2018-11-27T23:00:00.000000+0000
200,travel permit 24377,Declaration SUBMITTED by EMPLOYEE,2018-11-29T08:23:31.000000+0000
201,travel permit 24377,Declaration REJECTED by ADMINISTRATION,2018-11-29T08:23:38.000000+0000
202,travel permit 24377,Declaration REJECTED by EMPLOYEE,2018-11-29T09:11:26.000000+0000
203,travel permit 24377,Declaration SUBMITTED by EMPLOYEE,2018-11-29T09:19:18.000000+0000
204,travel permit 24377,Declaration APPROVED by ADMINISTRATION,2018-11-29T09:22:06.000000+0000
205,travel permit 24377,Payment Handled,2018-12-03T13:49:59.000000+0000
206,travel permit 24377,Request Payment,2018-12-05T13:25:47.000000+0000
207,travel permit 24377,Declaration FINAL_APPROVED by SUPERVISOR,2018-12-06T16:31:34.000000+0000
208,travel permit 26424,Permit APPROVED by BUDGET OWNER,2018-05-18T12:02:10.000000+0000
209,travel permit 26424,Permit APPROVED by ADMINISTRATION,2018-05-18T12:02:14.000000+0000
210,travel permit 26424,Permit SUBMITTED by EMPLOYEE,2018-05-24T07:49:18.000000+0000
211,travel permit 26424,Permit FINAL_APPROVED by SUPERVISOR,2018-05-29T07:49:31.000000+0000
212,travel permit 26424,Start trip,2018-06-02T22:00:00.000000+0000
213,travel permit 26424,End trip,2018-06-08T22:00:00.000000+0000
214,travel permit 26424,Send Reminder,2018-08-01T04:00:12.000000+0000
215,travel permit 26424,Send Reminder,2018-10-01T04:00:49.000000+0000
216,travel permit 26949,Declaration APPROVED by BUDGET OWNER,2018-02-01T07:56:02.000000+0000
217,travel permit 26949,Permit APPROVED by ADMINISTRATION,2018-02-01T07:57:29.000000+0000
218,travel permit 26949,Permit APPROVED by BUDGET OWNER,2018-02-01T12:46:00.000000+0000
219,travel permit 26949,Permit FINAL_APPROVED by SUPERVISOR,2018-02-08T04:15:43.000000+0000
220,travel permit 26949,Start trip,2018-03-14T23:00:00.000000+0000
221,travel permit 26949,Request Payment,2018-03-16T23:00:00.000000+0000
222,travel permit 26949,Declaration SUBMITTED by EMPLOYEE,2018-03-22T07:39:46.000000+0000
223,travel permit 26949,Declaration APPROVED by ADMINISTRATION,2018-03-22T08:03:52.000000+0000
224,travel permit 26949,Permit SUBMITTED by EMPLOYEE,2018-03-23T13:52:08.000000+0000
225,travel permit 26949,Declaration FINAL_APPROVED by SUPERVISOR,2018-03-28T10:52:53.000000+0000
226,travel permit 26949,End trip,2018-04-02T10:15:12.000000+0000
227,travel permit 26949,Payment Handled,2018-04-05T15:30:52.000000+0000
228,travel permit 29260,Declaration SUBMITTED by EMPLOYEE,2018-11-05T08:26:51.000000+0000
229,travel permit 29260,Permit APPROVED by ADMINISTRATION,2018-11-05T08:26:56.000000+0000
230,travel permit 29260,Permit FINAL_APPROVED by SUPERVISOR,2018-11-07T14:50:38.000000+0000
231,travel permit 29260,End trip,2018-11-25T23:00:00.000000+0000
232,travel permit 29260,Start trip,2018-11-30T23:00:00.000000+0000
233,travel permit 29260,Declaration SUBMITTED by EMPLOYEE,2018-12-05T09:02:54.000000+0000
234,travel permit 29260,Declaration REJECTED by ADMINISTRATION,2018-12-05T09:12:00.000000+0000
235,travel permit 29260,Declaration REJECTED by EMPLOYEE,2018-12-06T09:39:57.000000+0000
236,travel permit 29260,Permit SUBMITTED by EMPLOYEE,2018-12-06T09:58:24.000000+0000
237,travel permit 29260,Declaration APPROVED by ADMINISTRATION,2018-12-06T09:58:28.000000+0000
238,travel permit 29260,Declaration FINAL_APPROVED by SUPERVISOR,2018-12-06T10:18:30.000000+0000
239,travel permit 29260,Payment Handled,2018-12-10T16:31:27.000000+0000
240,travel permit 29260,Request Payment,2018-12-07T09:57:17.000000+0000
241,travel permit 29343,Permit SUBMITTED by EMPLOYEE,2018-05-01T12:48:41.000000+0000
242,travel permit 29343,Permit APPROVED by ADMINISTRATION,2018-05-01T12:48:53.000000+0000
243,travel permit 29343,Permit FINAL_APPROVED by SUPERVISOR,2018-05-08T13:15:08.000000+0000
244,travel permit 29343,Start trip,2018-06-07T22:00:00.000000+0000
245,travel permit 29343,End trip,2018-06-19T22:00:00.000000+0000
246,travel permit 29343,Declaration SUBMITTED by EMPLOYEE,2018-06-21T08:18:35.000000+0000
247,travel permit 29343,Declaration REJECTED by ADMINISTRATION,2018-06-21T08:51:10.000000+0000
248,travel permit 29343,Declaration REJECTED by EMPLOYEE,2018-06-21T10:08:02.000000+0000
249,travel permit 29343,Declaration APPROVED by ADMINISTRATION,2018-06-21T10:48:14.000000+0000
250,travel permit 29343,Declaration FINAL_APPROVED by SUPERVISOR,2018-06-21T10:49:03.000000+0000
251,travel permit 29343,Declaration SUBMITTED by EMPLOYEE,2018-06-21T11:23:29.000000+0000
252,travel permit 29343,Request Payment,2018-06-26T07:29:35.000000+0000
253,travel permit 29343,Payment Handled,2018-06-28T15:31:35.000000+0000
254,travel permit 2937,Permit SUBMITTED by EMPLOYEE,2018-02-05T13:05:53.000000+0000
255,travel permit 2937,End trip,2018-02-05T13:05:57.000000+0000
256,travel permit 2937,Permit FINAL_APPROVED by SUPERVISOR,2018-02-06T07:52:09.000000+0000
257,travel permit 2937,Start trip,2018-02-24T23:00:00.000000+0000
258,travel permit 2937,Permit APPROVED by ADMINISTRATION,2018-03-01T23:00:00.000000+0000
259,travel permit 2937,Send Reminder,2018-05-01T04:00:08.000000+0000
260,travel permit 2937,Send Reminder,2018-07-01T04:01:22.000000+0000
261,travel permit 29911,Permit SUBMITTED by EMPLOYEE,2018-09-26T10:45:44.000000+0000
262,travel permit 29911,Permit APPROVED by ADMINISTRATION,2018-09-26T10:45:51.000000+0000
263,travel permit 29911,Permit APPROVED by BUDGET OWNER,2018-09-27T09:02:14.000000+0000
264,travel permit 29911,Permit FINAL_APPROVED by SUPERVISOR,2018-09-28T13:54:14.000000+0000
265,travel permit 29911,Start trip,2018-10-03T22:00:00.000000+0000
266,travel permit 29911,Declaration APPROVED by ADMINISTRATION,2018-10-06T22:00:00.000000+0000
267,travel permit 29911,Declaration SUBMITTED by EMPLOYEE,2018-10-10T10:03:22.000000+0000
268,travel permit 29911,Declaration FINAL_APPROVED by SUPERVISOR,2018-10-10T12:23:03.000000+0000
269,travel permit 29911,Declaration APPROVED by BUDGET OWNER,2018-10-16T12:35:38.000000+0000
270,travel permit 29911,End trip,2018-10-19T14:01:49.000000+0000
271,travel permit 29911,Request Payment,2018-10-24T13:12:10.000000+0000
272,travel permit 29911,Payment Handled,2018-10-25T15:31:42.000000+0000
273,travel permit 30313,Permit SUBMITTED by EMPLOYEE,2018-07-12T08:44:33.000000+0000
274,travel permit 30313,Permit APPROVED by ADMINISTRATION,2018-07-12T08:44:34.000000+0000
275,travel permit 30313,Request For Payment SUBMITTED by EMPLOYEE,2018-07-12T09:26:27.000000+0000
276,travel permit 30313,Request For Payment APPROVED by ADMINISTRATION,2018-07-12T09:26:31.000000+0000
277,travel permit 30313,Request For Payment APPROVED by BUDGET OWNER,2018-07-12T10:17:39.000000+0000
278,travel permit 30313,Permit APPROVED by BUDGET OWNER,2018-07-17T07:38:53.000000+0000
279,travel permit 30313,Payment Handled,2018-07-18T12:13:28.000000+0000
280,travel permit 30313,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-07-18T12:13:28.000000+0000
281,travel permit 30313,Request Payment,2018-07-20T06:28:34.000000+0000
282,travel permit 30313,Permit FINAL_APPROVED by SUPERVISOR,2018-07-23T15:31:11.000000+0000
283,travel permit 30313,Start trip,2018-09-15T22:00:00.000000+0000
284,travel permit 30313,End trip,2018-09-28T22:00:00.000000+0000
285,travel permit 30313,Declaration SUBMITTED by EMPLOYEE,2018-10-02T14:19:28.000000+0000
286,travel permit 30313,Declaration APPROVED by ADMINISTRATION,2018-10-02T14:19:31.000000+0000
287,travel permit 30313,Declaration APPROVED by BUDGET OWNER,2018-10-15T13:39:45.000000+0000
288,travel permit 30313,Declaration FINAL_APPROVED by SUPERVISOR,2018-10-17T14:45:31.000000+0000
289,travel permit 30313,Request Payment,2018-10-18T06:16:43.000000+0000
290,travel permit 30313,Payment Handled,2018-10-22T15:31:25.000000+0000
291,travel permit 30356,Permit SUBMITTED by EMPLOYEE,2018-10-03T07:30:15.000000+0000
292,travel permit 30356,Permit APPROVED by ADMINISTRATION,2018-10-03T07:30:26.000000+0000
293,travel permit 30356,Permit FINAL_APPROVED by SUPERVISOR,2018-10-03T10:40:45.000000+0000
294,travel permit 30356,Send Reminder,2018-10-09T22:00:00.000000+0000
295,travel permit 30356,End trip,2018-10-11T22:00:00.000000+0000
296,travel permit 30356,Start trip,2018-12-01T05:00:42.000000+0000
297,travel permit 30356,Declaration SUBMITTED by EMPLOYEE,2018-12-01T10:38:36.000000+0000
298,travel permit 30356,Declaration REJECTED by ADMINISTRATION,2018-12-01T10:43:48.000000+0000
299,travel permit 30356,Declaration REJECTED by EMPLOYEE,2018-12-05T14:39:23.000000+0000
300,travel permit 30356,Declaration SUBMITTED by EMPLOYEE,2018-12-07T09:39:25.000000+0000
301,travel permit 30356,Payment Handled,2018-12-07T10:02:05.000000+0000
302,travel permit 30356,Declaration REJECTED by EMPLOYEE,2018-12-07T10:08:52.000000+0000
303,travel permit 30356,Declaration SUBMITTED by EMPLOYEE,2018-12-07T10:34:12.000000+0000
304,travel permit 30356,Declaration APPROVED by ADMINISTRATION,2018-12-07T10:34:28.000000+0000
305,travel permit 30356,Declaration FINAL_APPROVED by SUPERVISOR,2018-12-09T07:41:31.000000+0000
306,travel permit 30356,Request Payment,2018-12-18T09:42:11.000000+0000
307,travel permit 30356,Declaration REJECTED by ADMINISTRATION,2018-12-20T16:31:29.000000+0000
308,travel permit 30639,Permit SUBMITTED by EMPLOYEE,2018-11-22T19:34:50.000000+0000
309,travel permit 30639,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-11-22T19:34:53.000000+0000
310,travel permit 30639,Request For Payment APPROVED by ADMINISTRATION,2018-11-23T15:54:18.000000+0000
311,travel permit 30639,Request For Payment SUBMITTED by EMPLOYEE,2018-11-23T15:54:16.000000+0000
312,travel permit 30639,Permit FINAL_APPROVED by SUPERVISOR,2018-11-26T10:20:08.000000+0000
313,travel permit 30639,Start trip,2018-11-27T23:00:00.000000+0000
